ID,MEMBER_ID,PROVIDER_NAME,PHYSPENTRIGHTTIME__C,HOWLIKELYCONTACTDR__C,LEVELTRUSTPHYSICIAN__C,sentiment_label,HOWLIKELYCONTACTDR_encoded,PHYSPENTRIGHTTIME__encoded,LEVELTRUSTPHYSICIAN_encoded,sentiment_label_encoded,MembertoProvider_Score
a2p1U000000RoQrQAK,0011U00000riZ95QAE,Joseph Orzechowski,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzFyAAK,0011U00000riJ1XQAU,,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoB7QAK,0011U00000ri8cgQAA,Marci Kessen,Strongly agree,Very Likely,Satisfied,Neutral,100,100,80,50,8.25
a2p1U000000RoNgQAK,0011U00000rj7sjQAA,Kevin Izard,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p1U000000Rp2iQAC,0011U00000rj9hLQAQ,Greta Snow,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000pmmCAAQ,0011U00000rixf2QAA,Scott Zeller,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000oeWAAAY,0011U00000riUaNQAU,Amy Jo Friedman,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpIHQA0,0011U00000riqQkQAI,Melissa Banzon,Agree,Likely,Satisfied,Neutral,80,80,80,50,7.25
a2p3g000000pN2dAAE,0011U00000ritYQQAY,Jennifer Poptic,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000KynvAAC,0011U00000rjWi0QAE,Kelly O'Malia,Neither agree or disagree,Somewhat Likely,Satisfied,Negative,60,60,80,0,5.0
a2p3g000000owLDAAY,0011U00000rjbqFQAQ,Megan Montecalvo,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p1U000000RvObQAK,0011U00000rjbqFQAQ,Megan Montecalvo,Strongly disagree,Unlikely,Very Satisfied,Positive,20,0,100,100,5.5
a2p3g000000oRjQAAU,0011U00000ricVFQAY,Evelyn Hemmingsen,Agree,Somewhat Likely,No Response,Positive,60,80,40,100,7.0
a2p1U000000l8GvQAI,0011U00000rjnCmQAI,Kelly O'Malia,No Response,Very Likely,Very Satisfied,Neutral,100,40,100,50,7.25
a2p1U000000RohOQAS,0011U00000rjW4HQAU,Jessica Furey,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p1U000000RpHqQAK,0011U00000riqQkQAI,Melissa Banzon,Agree,Likely,Satisfied,Positive,80,80,80,100,8.5
a2p3g000000oeU9AAI,0013g000007QT1vAAG,My - Linh Nguyen,Strongly disagree,Very Likely,Very Satisfied,Positive,100,0,100,100,7.5
a2p1U000000RoiUQAS,0011U00000rjdQuQAI,Sandra Sarmiento,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000L1PLAA0,0011U00000rk2JkQAI,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000piulAAA,0011U00000rk2JkQAI,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RpxsQAC,0011U00000rin6sQAA,David Malfese,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Ro8mQAC,0011U00000rj7B5QAI,David McCay,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000RvTaQAK,0011U00000rhsaHQAQ,Troy Curtis,Strongly agree,Somewhat Likely,Neutral,Neutral,60,100,60,50,6.75
a2p1U000000Rq48QAC,0011U00000rj2QZQAY,Kristin Everett,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RokdQAC,0011U00000rj4sXQAQ,Lauren DeAlleaume,Agree,Likely,Very Satisfied,Positive,80,80,100,100,9.0
a2p3g000000oeU4AAI,0011U00000rjcb1QAA,Stephen Wills,Strongly disagree,Likely,Very Satisfied,Neutral,80,0,100,50,5.75
a2p1U000000Rq0DQAS,0011U00000ritTyQAI,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzGDAA0,0011U00000rjDl4QAE,Sonya Black,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rq2qQAC,0011U00000rjaxmQAA,David Cameron,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RouuQAC,0011U00000rii9JQAQ,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RqBJQA0,0011U00000riNp3QAE,Kristin Everett,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p3g000000KysbAAC,0011U00000rjfqlQAA,Kelli Peiffer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RohuQAC,0011U00000rjPx2QAE,Emily Masterson,Strongly agree,Very Likely,Neutral,Positive,100,100,60,100,9.0
a2p1U000000Roj1QAC,0011U00000riybBQAQ,Peggy Katsma,Strongly disagree,Likely,Satisfied,Positive,80,0,80,100,6.5
a2p1U000000RvKAQA0,0011U00000rkB8BQAU,David McCay,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p1U000000RoqMQAS,0011U00000rioveQAA,David McCay,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rp2cQAC,0011U00000rhrZZQAY,Greta Snow,No Response,Very Likely,Very Satisfied,Positive,100,40,100,100,8.5
a2p1U000000Rq5DQAS,0011U00000rirQSQAY,Sonya Black,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpITQA0,0011U00000rirQSQAY,Sonya Black,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000l8LEQAY,0011U00000rjDsaQAE,Troy Curtis,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000oeWeAAI,0011U00000rhz7vQAA,Kathleen Hathaway,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KyqJAAS,0011U00000riAIDQA2,Kelly DeMeyere-Coursey,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000pHsdAAE,0011U00000ritU1QAI,David McCay,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000RoXVQA0,0011U00000rjF6AQAU,Jennifer Poptic,Agree,Very Likely,Very Satisfied,Positive,100,80,100,100,9.5
a2p1U000000RqBCQA0,0011U00000ripnxQAA,Scott Zeller,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000puZkAAI,0011U00000riX5WQAU,Jennifer Poptic,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000pkshAAA,0011U00000rj6r8QAA,Evelyn Hemmingsen,Agree,Very Likely,Satisfied,Neutral,100,80,80,50,7.75
a2p1U000000RoMoQAK,0011U00000riDhVQAU,Lauren DeAlleaume,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rq6tQAC,0011U00000rin00QAA,Kathleen Hathaway,Agree,Likely,Very Satisfied,Neutral,80,80,100,50,7.75
a2p1U000000Rq9HQAS,0011U00000rjksHQAQ,Scott Zeller,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoKSQA0,0011U00000rhvSvQAI,Greta Snow,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p1U000000RoXDQA0,0011U00000rk0hLQAQ,Jennifer Watson,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rp8ZQAS,0011U00000rjmpeQAA,Troy Curtis,Strongly disagree,Very Likely,Very Satisfied,Positive,100,0,100,100,7.5
a2p1U000000Rp4OQAS,0011U00000rkAYsQAM,Troy Curtis,Agree,Unlikely,Dissatisfied,Negative,20,80,20,0,3.0
a2p3g000000KysaAAC,0011U00000rj370QAA,Scott Zeller,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000pQPuAAM,0011U00000ri0vOQAQ,Troy Curtis,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000RojaQAC,0011U00000rjcrUQAQ,Melissa Banzon,Strongly disagree,Very Likely,Very Satisfied,Neutral,100,0,100,50,6.25
a2p3g000000pT9fAAE,0011U00000rijKuQAI,Genni Lehnert-Beers,Strongly agree,Likely,Neutral,Positive,80,100,60,100,8.5
a2p1U000000RvBMQA0,0011U00000riWyFQAU,Kristin Everett,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoHRQA0,0011U00000rinh1QAA,Kory Schweitzer,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Ro4PQAS,0011U00000rjj4JQAQ,Yuri Lee,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000oRmdAAE,0011U00000rjdx0QAA,Peggy Katsma,Neither agree or disagree,Somewhat Likely,Neutral,Negative,60,60,60,0,4.5
a2p1U000000RoUbQAK,0011U00000rjdx0QAA,Peggy Katsma,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000l8CNQAY,0011U00000rj5fMQAQ,Katie O'Grady,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p3g000000pcsFAAQ,0011U00000rj5fMQAQ,Katie O'Grady,Agree,Somewhat Likely,Satisfied,Positive,60,80,80,100,8.0
a2p1U000000Rq84QAC,0011U00000ri7mGQAQ,Peggy Katsma,Strongly disagree,Very Likely,Very Satisfied,Positive,100,0,100,100,7.5
a2p1U000000l8FiQAI,0011U00000t3ob4QAA,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RvHjQAK,0011U00000riV2vQAE,,Strongly agree,Somewhat Likely,Very Satisfied,Neutral,60,100,100,50,7.75
a2p3g000000KzpXAAS,0011U00000rivteQAA,Yuri Lee,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RowCQAS,0011U00000riqQUQAY,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RooNQAS,0011U00000rkAYsQAM,Troy Curtis,Strongly agree,Somewhat Likely,Dissatisfied,Positive,60,100,20,100,7.0
a2p3g000000KzobAAC,0011U00000rj1FgQAI,Gavin Cochran,Agree,Likely,Very Satisfied,Positive,80,80,100,100,9.0
a2p1U000000l8LYQAY,0011U00000riwUdQAI,,Strongly agree,Very Likely,Satisfied,Positive,100,100,80,100,9.5
a2p1U000000Rp4HQAS,0011U00000rjqQyQAI,Stephen Wills,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000RvFtQAK,0011U00000rhv6tQAA,Kimberly Spencer,Strongly agree,Somewhat Likely,Very Satisfied,Positive,60,100,100,100,9.0
a2p1U000000RorNQAS,0011U00000riAMBQA2,Troy Curtis,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p1U000000RoGhQAK,0011U00000riCAnQAM,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p1U000000Rv8sQAC,0011U00000rk7GPQAY,Matthew Szvetecz,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RoPqQAK,0011U00000rii9KQAQ,Kelly DeMeyere-Coursey,Agree,Very Likely,Very Satisfied,Positive,100,80,100,100,9.5
a2p1U000000RqGbQAK,0011U00000rjAmDQAU,Greta Snow,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RofWQAS,0011U00000riyXTQAY,Jennifer Poptic,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpEOQA0,0011U00000rjfmpQAA,Melissa Banzon,Agree,Likely,Satisfied,Neutral,80,80,80,50,7.25
a2p3g000000KyrFAAS,0011U00000rjnsqQAA,Katie O'Grady,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000KzJ9AAK,0011U00000rjKDWQA2,Heather Thomas,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000LAerAAG,0011U00000riks3QAA,John Reiskytl,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p1U000000RpuNQAS,0011U00000riDfxQAE,John Reiskytl,Strongly agree,Somewhat Likely,Satisfied,Positive,60,100,80,100,8.5
a2p3g000000L2OPAA0,0011U00000rj2QYQAY,Steven Gray,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoanQAC,0011U00000rjq1RQAQ,David McCay,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rog1QAC,0011U00000rjzyPQAQ,Matthew Szvetecz,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoYWQA0,0011U00000riSzrQAE,John Reiskytl,Agree,Likely,Very Satisfied,Positive,80,80,100,100,9.0
a2p1U000000RqDuQAK,0011U00000ridSoQAI,Paula Frantz,Agree,Likely,Neutral,Neutral,80,80,60,50,6.75
a2p3g000000KzszAAC,0011U00000rj7myQAA,Kevin Izard,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rpx6QAC,0011U00000rjCySQAU,Claudette Jackson,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RpsaQAC,0011U00000rjI0VQAU,Jodi Ritter,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p1U000000l8HLQAY,0011U00000ri41uQAA,Katie O'Grady,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p1U000000RoYOQA0,0011U00000riQRCQA2,Care Team- Ohio,Strongly agree,Very Likely,Satisfied,Neutral,100,100,80,50,8.25
a2p1U000000RvHyQAK,0011U00000rjIJ0QAM,Yuri Lee,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000owKhAAI,0011U00000ritl6QAA,Care Team- Ohio,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p1U000000RoUzQAK,0011U00000ri3vQQAQ,David McCay,Agree,Somewhat Likely,Satisfied,Neutral,60,80,80,50,6.75
a2p1U000000l8FrQAI,0011U00000rieHuQAI,Melissa Banzon,No Response,Very Likely,Very Satisfied,Positive,100,40,100,100,8.5
a2p1U000000RvO6QAK,0011U00000rjBuHQAU,Evelyn Hemmingsen,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzKJAA0,0011U00000riboQQAQ,Yuri Lee,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RqDxQAK,0011U00000ritQnQAI,Roxanne Ho,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000oeZAAAY,0011U00000rhx0bQAA,Troy Curtis,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RqDTQA0,0011U00000rjLnpQAE,Lauren DeAlleaume,Agree,Likely,Very Satisfied,Neutral,80,80,100,50,7.75
a2p1U000000RoWZQA0,0011U00000riC7VQAU,Kelly O'Malia,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000p77DAAQ,0011U00000rjz1bQAA,Matthew Szvetecz,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoYYQA0,0011U00000rjw4mQAA,David McCay,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RoZEQA0,0011U00000rj4ZpQAI,Heather Thomas,Strongly agree,Very Likely,Satisfied,Negative,100,100,80,0,7.0
a2p1U000000Ro5iQAC,0011U00000rjQ00QAE,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000KymVAAS,0011U00000rk83dQAA,Jennifer Watson,No Response,Very Likely,Very Satisfied,Positive,100,40,100,100,8.5
a2p3g000000KzB5AAK,0011U00000rjK9LQAU,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RovgQAC,0011U00000rjA1VQAU,Scott Zeller,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoASQA0,0011U00000rjYMDQA2,Melissa Banzon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Ro5bQAC,0011U00000ridZeQAI,Jennifer Poptic,Strongly disagree,Likely,Very Satisfied,Positive,80,0,100,100,7.0
a2p1U000000RoWqQAK,0011U00000rjZHPQA2,David Smith,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzpAAAS,0011U00000riDMcQAM,Kelly O'Malia,Strongly disagree,Very Likely,Very Satisfied,Positive,100,0,100,100,7.5
a2p1U000000RvCUQA0,0011U00000ri49IQAQ,Melissa Banzon,Strongly disagree,Very Unlikely,Very Satisfied,Positive,0,0,100,100,5.0
a2p3g000000KyovAAC,0011U00000riAbqQAE,Troy Curtis,Strongly agree,Likely,Satisfied,Neutral,80,100,80,50,7.75
a2p3g000000Kyo2AAC,0011U00000rjQ2LQAU,Joan Song-Nichols,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzAlAAK,0011U00000rirBsQAI,Kelly DeMeyere-Coursey,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RosgQAC,0011U00000riHdXQAU,Care Team- Ohio,Strongly agree,Somewhat Likely,Satisfied,Positive,60,100,80,100,8.5
a2p1U000000RoQYQA0,0011U00000rjZKLQA2,Troy Curtis,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000oReeAAE,0011U00000sgxRiQAI,Tiffany Friesen,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000pEvoAAE,0011U00000riAbqQAE,Troy Curtis,Agree,Likely,Satisfied,Negative,80,80,80,0,6.0
a2p1U000000Rq36QAC,0011U00000rjtT3QAI,David McCay,Strongly agree,Somewhat Likely,Satisfied,Neutral,60,100,80,50,7.25
a2p1U000000RoWkQAK,0011U00000riUCyQAM,Lauren DeAlleaume,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpHyQAK,0011U00000rk93HQAQ,Troy Curtis,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RoVhQAK,0011U00000rirG8QAI,David Malfese,Strongly agree,Very Likely,Satisfied,Positive,100,100,80,100,9.5
a2p3g000000owKVAAY,0011U00000riYeQQAU,Steven Gray,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000oxKmAAI,0011U00000ri84eQAA,Brian Sammon,Strongly agree,Very Likely,Satisfied,Neutral,100,100,80,50,8.25
a2p3g000000owM3AAI,0011U00000ri8kgQAA,Karen Lewis,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000l8F6QAI,0011U00000riFWVQA2,Sonya Black,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Ro5rQAC,0011U00000riCS3QAM,Steven Gray,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p1U000000Rq2WQAS,0011U00000rk45TQAQ,Jennifer Poptic,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000oeXBAAY,0013g000002vQqxAAE,Evelyn Hemmingsen,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p1U000000RveOQAS,0011U00000rhrZTQAY,Yuri Lee,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rp73QAC,0011U00000rj4FTQAY,Joseph Orzechowski,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000pKwTAAU,0011U00000rjA1UQAU,Sean McBrearty,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p3g000000owNnAAI,0011U00000rj27YQAQ,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RowsQAC,0011U00000rk9N3QAI,Stephen Wills,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000KzsUAAS,0011U00000riGNtQAM,Sonya Black,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rq1QQAS,0011U00000rjTgVQAU,Peggy Katsma,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpAlQAK,0011U00000rjzdGQAQ,Kelli Peiffer,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p1U000000Rp5ZQAS,0011U00000riMCZQA2,Jan Hester,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000RpxwQAC,0011U00000rijvlQAA,David McCay,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000Kyn9AAC,0011U00000rj31XQAQ,Sandra Sarmiento,Strongly agree,Somewhat Likely,Very Satisfied,Neutral,60,100,100,50,7.75
a2p1U000000Rp2qQAC,0011U00000rj27RQAQ,Jessica Furey,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000KyttAAC,0011U00000rjL18QAE,Melissa Banzon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpwWQAS,0011U00000rk45SQAQ,Kimberly Spencer,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000Rp7kQAC,0011U00000rjaxHQAQ,Brian Sammon,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rp4FQAS,0011U00000rj6rLQAQ,Kelly O'Malia,Strongly agree,Very Unlikely,Very Satisfied,Positive,0,100,100,100,7.5
a2p3g000000pnmNAAQ,0011U00000ri2ikQAA,Scott Davidson,Strongly agree,Very Likely,Satisfied,Positive,100,100,80,100,9.5
a2p3g000000KzGGAA0,0011U00000ri2ikQAA,Scott Davidson,Strongly agree,Very Likely,Dissatisfied,Positive,100,100,20,100,8.0
a2p1U000000RoNiQAK,0011U00000rj2mNQAQ,Yuri Lee,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000pHsYAAU,0011U00000rj2mNQAQ,Yuri Lee,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000KzqGAAS,0011U00000ri41XQAQ,Jennifer Poptic,No Response,Unlikely,Neutral,Neutral,20,40,60,50,4.25
a2p1U000000RogeQAC,0011U00000ri41XQAQ,Jennifer Poptic,Agree,Somewhat Likely,Neutral,Negative,60,80,60,0,5.0
a2p3g000000KzEPAA0,0011U00000riytAQAQ,Stephen Wills,Agree,Likely,Satisfied,Positive,80,80,80,100,8.5
a2p1U000000RofeQAC,0011U00000rj0gLQAQ,Kevin Izard,Agree,Very Likely,Satisfied,Neutral,100,80,80,50,7.75
a2p3g000000oyGMAAY,0011U00000rirhYQAQ,Brian Sammon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoZ3QAK,0011U00000rirhYQAQ,Brian Sammon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rq9nQAC,0011U00000rjlz2QAA,Kelly DeMeyere-Coursey,Strongly agree,Very Likely,Dissatisfied,Positive,100,100,20,100,8.0
a2p3g000000oyHAAAY,0011U00000rjh5sQAA,Kathleen Hathaway,Strongly agree,Very Likely,Very Dissatisfied,Positive,100,100,0,100,7.5
a2p1U000000RoTNQA0,0011U00000ri6O9QAI,Megan Montecalvo,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzBuAAK,0011U00000rj6BTQAY,Jan Hester,Strongly agree,Somewhat Likely,Satisfied,Neutral,60,100,80,50,7.25
a2p1U000000RoFKQA0,0011U00000riybIQAQ,Evelyn Hemmingsen,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpIXQA0,0011U00000rjHRFQA2,Megan Montecalvo,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p3g000000Kym3AAC,0011U00000rjHRFQA2,Megan Montecalvo,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rp2zQAC,0011U00000rjzOgQAI,Amy Jo Friedman,Agree,Very Likely,Satisfied,Positive,100,80,80,100,9.0
a2p1U000000RohAQAS,0011U00000rjCaDQAU,Layne Cryan,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000KymXAAS,0011U0000125NGRQA2,Gavin Cochran,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000oeUnAAI,0011U0000125NGRQA2,Gavin Cochran,Agree,Very Likely,Satisfied,Positive,100,80,80,100,9.0
a2p3g000000owMIAAY,0011U00000rjyKwQAI,Joan Song-Nichols,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000owMhAAI,0011U00000rk5L7QAI,Jodi Ritter,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KynlAAC,0011U00000rk5L7QAI,Jodi Ritter,Agree,Very Likely,Satisfied,Positive,100,80,80,100,9.0
a2p1U000000RqC3QAK,0011U00000rk0F9QAI,Greta Snow,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000Rp1aQAC,0011U00000riKbQQAU,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000L0RtAAK,0011U00000rid7cQAA,,Agree,Very Likely,Very Satisfied,Positive,100,80,100,100,9.5
a2p3g000000pbuAAAQ,0011U00000rhxWhQAI,Kelli Peiffer,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000Rq5mQAC,0011U00000rkAsnQAE,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RvGrQAK,0011U00000rkAsnQAE,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000L1P4AAK,0011U00000rjR91QAE,Genni Lehnert-Beers,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KyuiAAC,0011U00000rjnfEQAQ,David McCay,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rq4tQAC,0011U00000rjoKGQAY,Katie O'Grady,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RogUQAS,0011U00000rjHlmQAE,Kathleen Hathaway,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Ro96QAC,0011U00000ri4aaQAA,Gavin Cochran,No Response,No Response,No Response,Neutral,40,40,40,50,4.25
