ID,MEMBER_ID,PROVIDER_NAME,PHYSPENTRIGHTTIME__C,HOWLIKELYCONTACTDR__C,LEVELTRUSTPHYSICIAN__C,sentiment_label,HOWLIKELYCONTACTDR_encoded,PHYSPENTRIGHTTIME__encoded,LEVELTRUSTPHYSICIAN_encoded,sentiment_label_encoded,MembertoProvider_Score
a2p1U000000Ros8QAC,0011U00000rireZQAQ,Heather Thomas,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p3g000000Kyt1AAC,0011U00000rijNqQAI,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000KzwaAAC,0011U00000ri93CQAQ,David McCay,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000owKqAAI,0011U00001Bf8N5QAJ,Kelsey Renee,Disagree,Likely,Neutral,Negative,80,20,60,0,4.0
a2p1U000000RoGtQAK,0011U00000rjLDWQA2,Michael Gorman,Agree,Likely,Very Satisfied,Negative,80,80,100,0,6.5
a2p1U000000Rp3pQAC,0011U00000rjgedQAA,Roxanne Ho,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RpzkQAC,0011U00000rirFwQAI,Jeffrey Peterson,Strongly agree,Likely,No Response,Neutral,80,100,40,50,6.75
a2p3g000000KzDAAA0,0011U00000rk9x8QAA,Joan Song-Nichols,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000p8OIAAY,0011U00000riPVuQAM,Stephen Wills,Strongly agree,Somewhat Likely,Very Satisfied,Positive,60,100,100,100,9.0
a2p1U000000Rq46QAC,0011U00000ri1ZFQAY,Kelly O'Malia,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000ppgbAAA,0011U00000riYbnQAE,Joseph Orzechowski,Strongly agree,Likely,Neutral,Neutral,80,100,60,50,7.25
a2p3g000000pxPJAAY,0011U0000123qjhQAA,Kelly DeMeyere-Coursey,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzFOAA0,0011U00000riii9QAA,Heather Thomas,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p3g000000KzGmAAK,0011U0000125Jt9QAE,Jennifer Watson,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpwBQAS,0011U00000ri7jvQAA,Melissa Banzon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpBaQAK,0011U00000riPViQAM,Kelly O'Malia,Strongly agree,Likely,Satisfied,Neutral,80,100,80,50,7.75
a2p1U000000RvHeQAK,0011U00000rhxtaQAA,Yuri Lee,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000Rp2vQAC,0011U00000rizjUQAQ,John Reiskytl,Strongly agree,Somewhat Likely,Very Satisfied,Positive,60,100,100,100,9.0
a2p3g000000LAeNAAW,0013g000004Gj32AAC,Kristin Everett,Agree,No Response,Very Satisfied,Positive,40,80,100,100,8.0
a2p1U000000Rp1IQAS,0011U00000riyXZQAY,Kathleen Hathaway,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000puaJAAQ,0013g000007ZYxLAAW,Margaret Simon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000ov2WAAQ,0013g000006tiO5AAI,David Malfese,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000KzEBAA0,0011U00000rjEuzQAE,David McCay,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000KzHGAA0,0011U000012C5wpQAC,Jennifer Poptic,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RpvrQAC,0011U00000rjyHUQAY,Roxanne Ho,No Response,Likely,No Response,Neutral,80,40,40,50,5.25
a2p1U000000RoeWQAS,0011U00000rjiVKQAY,Troy Curtis,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p1U000000RpKLQA0,0011U00000rivGRQAY,Kimberly Spencer,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000L0SKAA0,0011U00000rk2rxQAA,Evelyn Hemmingsen,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p3g000000KylpAAC,0011U00000rk6zCQAQ,Gavin Cochran,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RvR5QAK,0011U00000riaoYQAQ,Troy Curtis,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rpw9QAC,0011U00000rjTg0QAE,Kelly O'Malia,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000KzFRAA0,0011U00000rhxGWQAY,Kelly DeMeyere-Coursey,Agree,Likely,Satisfied,Positive,80,80,80,100,8.5
a2p3g000000L1OgAAK,0011U00000riRUMQA2,Evelyn Hemmingsen,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rp6rQAC,0011U00000rj8MYQAY,Jennifer Watson,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000Kzv1AAC,0011U00000rj4FpQAI,Peggy Katsma,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpFJQA0,0011U00000rhxrnQAA,Matthew Szvetecz,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rq26QAC,0011U00000rj8kuQAA,Steven Gray,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoLQQA0,0011U00000riNoUQAU,Heather Thomas,Strongly agree,Very Likely,Very Dissatisfied,Positive,100,100,0,100,7.5
a2p1U000000RvVbQAK,0011U00000rjntCQAQ,Tammera Park,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p1U000000RohnQAC,0011U00000rjMMGQA2,David McCay,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RofBQAS,0011U00000rj1CKQAY,Greta Snow,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p3g000000pXxUAAU,0011U00000sgxbhQAA,Scott Zeller,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzHYAA0,0011U00000riExkQAE,Katie O'Grady,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p3g000000pdsBAAQ,0011U00000riZC1QAM,Undetermined Physician,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000Kyu1AAC,0011U00000rk4AiQAI,Katie O'Grady,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RpDKQA0,0011U00000rin6iQAA,Tammera Park,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000pEkQAAU,0011U00000ri6OVQAY,David McCay,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000p00BAAQ,0013g000007a7oKAAQ,Matthew Szvetecz,No Response,Very Likely,No Response,Positive,100,40,40,100,7.0
a2p3g000000KzDoAAK,0011U00000rju0uQAA,Care Team- Ohio,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KytfAAC,0011U00000rk104QAA,Madeline Jewell,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p1U000000RoBCQA0,0011U00000riDhsQAE,Evelyn Hemmingsen,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000oeYRAAY,0011U00000rjAjkQAE,Scott Zeller,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000oyJBAAY,0011U00000rijOVQAY,Joan Song-Nichols,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RprzQAC,0011U00000rk0zaQAA,Melissa Banzon,Strongly agree,Somewhat Likely,Very Satisfied,Neutral,60,100,100,50,7.75
a2p3g000000KzrNAAS,0011U00000rhzhIQAQ,Kelly O'Malia,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpvnQAC,0011U00000rk8iMQAQ,Melissa Banzon,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p3g000000KyosAAC,0011U00000rk9IfQAI,,Strongly agree,Unlikely,Very Satisfied,Positive,20,100,100,100,8.0
a2p1U000000l8ENQAY,0011U00000rhpw1QAA,David McCay,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KyoaAAC,0011U0000124qGtQAI,Jessica Smith,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p3g000000L1PbAAK,0011U00000rhu7rQAA,Kelli Peiffer,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000oRjoAAE,0011U00000riQoyQAE,Evelyn Hemmingsen,No Response,No Response,No Response,Neutral,40,40,40,50,4.25
a2p3g000000ouB8AAI,0011U00000sgxyBQAQ,Jessica Furey,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RozbQAC,0011U00000ri92QQAQ,Jennifer Poptic,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rp61QAC,0011U00000rj0sUQAQ,Heather Thomas,Strongly disagree,Very Likely,Very Satisfied,Positive,100,0,100,100,7.5
a2p3g000000oRb1AAE,0011U000019xyPiQAI,Kevin Izard,Agree,Very Unlikely,No Response,Negative,0,80,40,0,3.0
a2p1U000000l8C6QAI,0011U00000rkBTwQAM,Care Team- Ohio,Agree,Somewhat Likely,Satisfied,Negative,60,80,80,0,5.5
a2p3g000000oRezAAE,0013g000005GxM5AAK,Yuri Lee,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Roz4QAC,0011U00000rjqmkQAA,Paula Frantz,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Ro6vQAC,0011U00000rjoMfQAI,Jessica Furey,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000Kyv3AAC,0011U0000125JdGQAU,Kathleen Hathaway,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KyrTAAS,0011U000011EpvxQAC,Jessica Smith,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000pfaiAAA,0013g000007ZZDMAA4,Margaret Simon,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzFNAA0,0011U00000riasRQAQ,Paula Frantz,Strongly disagree,Very Likely,Very Satisfied,Positive,100,0,100,100,7.5
a2p1U000000l8HEQAY,0011U00000rifxEQAQ,Jessica Furey,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RoiKQAS,0011U00000rjRokQAE,John Reiskytl,No Response,Likely,No Response,Positive,80,40,40,100,6.5
a2p1U000000Ro6BQAS,0011U00000riLTgQAM,Kathleen Hathaway,Strongly agree,Somewhat Likely,Satisfied,Neutral,60,100,80,50,7.25
a2p1U000000RoSuQAK,0011U00000rjIIjQAM,Joan Song-Nichols,Neither agree or disagree,Somewhat Likely,Dissatisfied,Negative,60,60,20,0,3.5
a2p3g000000KzJ3AAK,0011U00000rjgeuQAA,Katie O'Grady,Strongly disagree,Very Likely,Very Satisfied,Positive,100,0,100,100,7.5
a2p1U000000RoRzQAK,0011U00000rk2rwQAA,Kathleen Hathaway,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000L02cAAC,0011U00000ripnpQAA,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzIyAAK,0011U0000125JeNQAU,Kathleen Hathaway,Disagree,Unlikely,Dissatisfied,Negative,20,20,20,0,1.5
a2p1U000000RpGmQAK,0011U00000riad1QAA,Ameena Jiwani,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p3g000000pitdAAA,0013g00000Bl3iPAAR,David Smith,Agree,Likely,Satisfied,Positive,80,80,80,100,8.5
a2p1U000000RocQQAS,0011U00000riTXRQA2,,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoS6QAK,0011U00000rin5eQAA,Kelly DeMeyere-Coursey,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000Kzs1AAC,0011U00000rin5eQAA,Kelly DeMeyere-Coursey,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rp55QAC,0011U00000riPVoQAM,Kelli Peiffer,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p1U000000Rq4qQAC,0011U00000risj8QAA,Greta Snow,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000pjtjAAA,0013g000007P1xSAAS,Genni Lehnert-Beers,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RpBOQA0,0011U00000rin5EQAQ,Kristin Everett,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rp1oQAC,0011U00000riuzfQAA,Care Team- Ohio,Neither agree or disagree,Somewhat Likely,Neutral,Neutral,60,60,60,50,5.75
a2p1U000000RpAtQAK,0011U00000rjQLRQA2,Care Team- Ohio,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Roq1QAC,0011U00000rjesHQAQ,Karen Lewis,Strongly agree,Somewhat Likely,Satisfied,Positive,60,100,80,100,8.5
a2p1U000000Rp8CQAS,0011U00000rjcbPQAQ,Jodi Ritter,Agree,Very Likely,Satisfied,Positive,100,80,80,100,9.0
a2p3g000000oeVAAAY,0013g000007PfNrAAK,Paul Angleton,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000KyurAAC,0011U00000rjwvYQAQ,Kathleen Hathaway,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000l8JCQAY,0011U00000rjRW3QAM,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RoVMQA0,0011U00000rjUYQQA2,,Agree,Very Likely,Very Satisfied,Positive,100,80,100,100,9.5
a2p3g000000LAc9AAG,0013g000002vOawAAE,Genni Lehnert-Beers,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpCTQA0,0011U00000rjP3rQAE,Kelly O'Malia,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000KzLaAAK,0011U00000rhz7AQAQ,David Smith,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000KzHrAAK,0013g000002vVMFAA2,David Malfese,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RoZPQA0,0011U00000rin5EQAQ,Kristin Everett,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000oRWuAAM,0013g000006tftNAAQ,Kristin Everett,Strongly agree,Very Likely,Satisfied,Positive,100,100,80,100,9.5
a2p3g000000owPSAAY,0011U00000riXwMQAU,Paula Frantz,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p1U000000RoPJQA0,0011U00000rjpXEQAY,Undetermined Physician,Strongly disagree,Very Likely,Very Satisfied,Positive,100,0,100,100,7.5
a2p1U000000RoEUQA0,0011U00000rhvoEQAQ,David Smith,No Response,No Response,No Response,Neutral,40,40,40,50,4.25
a2p1U000000RodNQAS,0011U00000riMpSQAU,Scott Davidson,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rq0YQAS,0011U00000rjobmQAA,Heather Thomas,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000pva0AAA,0011U00000rk45RQAQ,Yuri Lee,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpGgQAK,0011U00000rhxLrQAI,Undetermined Physician,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RoqsQAC,0011U00000sgyavQAA,Greta Snow,Agree,Very Likely,Very Satisfied,Positive,100,80,100,100,9.5
a2p1U000000Ro7bQAC,0011U00000rhqqhQAA,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RptLQAS,0011U00000rhqqhQAA,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000pbt7AAA,0011U00000rjyiCQAQ,Megan Montecalvo,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000pM28AAE,0011U00000rjQrrQAE,Megan Montecalvo,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpCrQAK,0011U00000rjtSeQAI,Meaghann Bernardy,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000oRZzAAM,0011U00000riUovQAE,Kathleen Hathaway,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rq5nQAC,0011U00000ri9zqQAA,Emily Masterson,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpsPQAS,0011U00000rk5LCQAY,Kevin Izard,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000l8KoQAI,0011U00000rjvndQAA,David McCay,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p3g000000KztgAAC,0011U00000rjvndQAA,David McCay,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000phxoAAA,0011U00000ri93TQAQ,Kelly O'Malia,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoIsQAK,0011U00000riljhQAA,Troy Curtis,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000KyuQAAS,0011U00000riGJuQAM,Stephen Wills,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p1U000000RpFmQAK,0011U00000rioIIQAY,Melissa Banzon,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000oeTxAAI,0011U00000rk2UWQAY,Tammera Park,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RofUQAS,0011U00000rjuXbQAI,Troy Curtis,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzoxAAC,0011U00000rjuXbQAI,Troy Curtis,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rp8TQAS,0011U00000rjRorQAE,Troy Curtis,Strongly agree,Somewhat Likely,Very Satisfied,Positive,60,100,100,100,9.0
a2p1U000000RpLUQA0,0011U00000rjgfHQAQ,Joan Song-Nichols,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p1U000000Rpz4QAC,0011U00000rjCvkQAE,Kimberly Spencer,No Response,No Response,No Response,Neutral,40,40,40,50,4.25
a2p1U000000Rq3dQAC,0011U00000rjX7PQAU,Care Team- Ohio,Strongly disagree,Very Likely,No Response,Positive,100,0,40,100,6.0
a2p3g000000pU7QAAU,0011U00000riBYmQAM,Care Team- Ohio,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RqArQAK,0011U00000rjpFNQAY,Greta Snow,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoIGQA0,0011U00000rjcTVQAY,Paula Frantz,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KzJzAAK,0011U00000rj1EQQAY,Tiffany Friesen,Agree,Very Likely,Very Satisfied,Neutral,100,80,100,50,8.25
a2p1U000000RolkQAC,0011U00000rjnfAQAQ,Kelly DeMeyere-Coursey,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rp2kQAC,0011U00000rjnfAQAQ,Kelly DeMeyere-Coursey,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000pWC8AAM,0011U00000riDyuQAE,Megan Montecalvo,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p3g000000KzBMAA0,0011U00000rjQLPQA2,Claudette Jackson,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rq0WQAS,0011U00000rk8RWQAY,David Malfese,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RosQQAS,0011U00000rj3OoQAI,,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p3g000000owNmAAI,0011U00000rhtncQAA,David McCay,Strongly agree,Somewhat Likely,Satisfied,Negative,60,100,80,0,6.0
a2p1U000000RpAyQAK,0011U00000rhxuIQAQ,David McCay,Strongly agree,Likely,Very Satisfied,Neutral,80,100,100,50,8.25
a2p3g000000L02fAAC,0011U00000sgxUMQAY,Scott Zeller,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000LAeQAAW,0011U00000rjZfVQAU,Jodi Ritter,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000Kyn5AAC,0011U00000rjZfVQAU,Jodi Ritter,Strongly agree,Likely,Very Satisfied,Negative,80,100,100,0,7.0
a2p1U000000RowoQAC,0011U00000rj0sGQAQ,Kristin Everett,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RojgQAC,0011U00000rjLUGQA2,Heather Thomas,Strongly agree,Very Likely,Satisfied,Positive,100,100,80,100,9.5
a2p1U000000RoyeQAC,0011U00000rjtOZQAY,David McCay,Strongly agree,Likely,Satisfied,Positive,80,100,80,100,9.0
a2p1U000000RoNkQAK,0011U00000rjLngQAE,John Reiskytl,Agree,Likely,Satisfied,Neutral,80,80,80,50,7.25
a2p1U000000Roh7QAC,0011U00000rjdxnQAA,David McCay,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p1U000000RoxdQAC,0011U00000rjopmQAA,Ameena Jiwani,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Rp02QAC,0011U00000rjaiyQAA,David McCay,Agree,Very Likely,Neutral,Positive,100,80,60,100,8.5
a2p1U000000RonsQAC,0011U00000rijNpQAI,Melissa Banzon,Strongly agree,Very Likely,Satisfied,Neutral,100,100,80,50,8.25
a2p1U000000Rp7dQAC,0011U00000rjt7IQAQ,Steven Gray,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RosLQAS,0011U00000ri3vVQAQ,Scott Davidson,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RoXOQA0,0011U00000ri3vVQAQ,Scott Davidson,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000owOHAAY,0011U00000ri2f3QAA,Yuri Lee,Strongly agree,Very Unlikely,Very Satisfied,Positive,0,100,100,100,7.5
a2p1U000000RoL6QAK,0011U00000rj6cUQAQ,Scott Davidson,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpMpQAK,0011U00000rj6cUQAQ,Scott Davidson,Agree,Somewhat Likely,Very Satisfied,Positive,60,80,100,100,8.5
a2p1U000000RosTQAS,0011U00000ri3UjQAI,Undetermined Physician,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000KypUAAS,0011U00000rj8SxQAI,Gavin Cochran,Strongly disagree,Very Unlikely,Very Satisfied,Positive,0,0,100,100,5.0
a2p3g000000pcnFAAQ,0011U00000rjzKaQAI,Gavin Cochran,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p1U000000RonCQAS,0011U00000rivb6QAA,Yuri Lee,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p1U000000Ro8DQAS,0011U00000rjRjRQAU,Troy Curtis,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p3g000000KyqWAAS,0011U00000ri9cOQAQ,Megan Montecalvo,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000p76KAAQ,0011U00000riGMwQAM,Troy Curtis,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RqCZQA0,0011U00000rhuhZQAQ,David McCay,Agree,Unlikely,Satisfied,Positive,20,80,80,100,7.0
a2p1U000000Rq5MQAS,0011U00000rhtByQAI,Kristin Everett,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RqFcQAK,0011U00000rkAXdQAM,David McCay,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000Rp0zQAC,0011U00000riDfsQAE,,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000owNQAAY,0011U00000rjaI1QAI,,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p3g000000oeWpAAI,0011U00000rjXPpQAM,John Reiskytl,Agree,Unlikely,Satisfied,Positive,20,80,80,100,7.0
a2p1U000000RohNQAS,0011U00000rj6GeQAI,David McCay,Strongly agree,Very Likely,Very Satisfied,Negative,100,100,100,0,7.5
a2p3g000000KzKvAAK,0011U00000ri8hqQAA,David Malfese,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
a2p1U000000RpGkQAK,0011U00000rj5BWQAY,Michael Smolak,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RoShQAK,0011U00000ribdGQAQ,Kelly O'Malia,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RqDcQAK,0011U00000rjPNyQAM,Matthew Szvetecz,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000RpsEQAS,0011U00000ridPbQAI,Sonya Black,Agree,Very Likely,Very Satisfied,Neutral,100,80,100,50,8.25
a2p1U000000l8BUQAY,0011U00000rk3WUQAY,Kristin Everett,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p3g000000KymTAAS,0011U00000ri7WMQAY,Matthew Szvetecz,Neither agree or disagree,Somewhat Likely,Neutral,Positive,60,60,60,100,7.0
a2p1U000000Rp5CQAS,0011U00000rj2jVQAQ,,Strongly agree,Very Likely,Very Satisfied,Neutral,100,100,100,50,8.75
a2p1U000000Ro5GQAS,0011U00000rjB72QAE,Undetermined Physician,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000RpEwQAK,0011U00000rjzOzQAI,David McCay,Strongly agree,Very Likely,Very Satisfied,Positive,100,100,100,100,10.0
a2p1U000000l8AiQAI,0011U00000rinMsQAI,Kimberly Spencer,Strongly agree,Likely,Very Satisfied,Positive,80,100,100,100,9.5
